question,answer,false_answer
On which British holiday did the 2004 tsunami occur?,Second Christmas Day; Annandagen; Boxing Day; Box day; Day of Goodwill; Second Day of Christmas; Christmas box; Day after Christmas; Day of Good Will; Day of goodwill; Boxing-day; Boxing day,Boxing Day
To whom is Gwyneth Paltrow married?,Moses Bruce Martin; Christopher Anthony John %22Chris%22 Martin; Chris Martin (musician); Christopher Anthony John Martin; Moses Martin; Chris martin; Moses Bruce Anthony Martin; Chris Martin,Brad Pitt
Which cricketer captained England to a record 54 test matches in 2001?,"Athers; Michael Andrew Atherton; Mike Atherton; Michael Atherton; Atherton, Michael Andrew",Nasser Hussain
From which country does paella come,Islands of Spain; España; Reino de España; Name of Spain; Espagna; Espańa; Reino de Espana; Espana; Kingdom of the Spains; The Spanish Society; Espainia; Mountains of Spain; Regne d'Espanya; The kingdom of Spain; SPAIN; Regne d'Espanha; Espanya; Espainiako Erresuma; Etymology of Spain; Spane; ISO 3166-1:ES; Spain; Spanish Kingdom; Kingdom of Spain; El Reino de España; El Reino de Espana,Portugal
"Which word can go before Hammer, Knife and Boot to make three other words?",Jack (fish); Jack; Jack (disambiguation); Jack (zoology); Jackfish; JACK; Jack (novel); Jack (film); Jack (fish disambiguation); JacK,Jack
"What was a demonstration sport at the 1988 Olympics in Seoul, when the opening ceremony featured a mass demonstration of it, involving hundreds of adults and children?",Punch (Taekwondo); Taekwondo; Tae-Kwon-Do.; Tae kwan do; TaeKwonDo; Dan (Taekwondo); Tae Kwon-do; Taiquando; Kyrugi; ITF Taekwondo; 태권도; Taekwon do; Tae Kwan Do; Tae kwon-do; TaekWon Do; History of Taekwondo; TaeKwon-Do; Tae kwondo; Tai quan do; TKD; Tae kune do; Tae-kwan-do; Gong Soo; Taekwando; Tai kwon do; Taikwondo; TaeKwonDoe; Thyakwento; Tae kown do; Kyorugi; T'aekwondo; Taiquandao; Kyup; Traditional taekwondo; Tae-Kwon-Do; Gong Soo Do; Torann Mazeroi; Tae kwon do; Tai kwan do; Tae kwando; Punch(Taekwondo); テコンドー; Taekwon-do; Taegwondo; History of tkd; History of taekwondo; T'aekwŏndo; Sine wave technique; Tkd; Tae kwon doe; Taikwon dou; Korean Karate; Tae Kwon-Do; Tae-kwon-do; Taequando; Tae Kwon Do; Taekwondo history; 跆拳道; WTF Taekwondo; Sport Taekwondo; Taekwondoe; TaekWon do; Taikwon do; Taekwon-Do,Taekwondo
What is the opposite of an acid?,Baseless; Baselessness; Base (math); BASE; Base; BASE (disambiguation); Base (mathematics); a Base; Baselessly; Base (disambiguation),Alkali
"In Central and South America it is possible to find several rivers named Colorado, in Costa Rica, Brazil, Bolivia, Chile, and Argentina; where is the source of the Colorado River in Argentina?",The Andes; Northern Andes; Andean mountains; Andean; Geology of the Andes; Andean orogeny; Andes Range; South american andes; Andean highland; High Andes; Andes; Andes mountains; The Andes Mountains; Andes Mountain; The andes; Andes range; Andes Mountains; South American Andes; The Andes Mountain; Andes of Peru; Andean Mountain System,Andes Mountains
Which road runs from Workington to Middlesbrough?,A.66; A-66; A66; A 66; A 66 motorway; A66 motorway; A66 State Route; A-66 motorway; A66 (disambiguation),A66
In the novel 'Treasure Island' what is the name of the small island next to Treasure Island?,SKELETON ISLAND,Skeleton Island
"In June 2010, 8 highly endangered monkeys (4 cottontop tamarins and 4 pygmy marmosets) were stolen from the Symbio Wildlife Park in which country?",Australia (Commonwealth realm); AustraliA; Continental Australia; Australias; Peace of Australia; Australian city life; City life in Australia; Australocentrist; Mainland Australia; Australiia; Straya; Australia (commonwealth); Austraila; Ausrtalia; Australia (nation); Australien; New Australian; Australia (dominion); Australia (federation); Australia (country); Aussieland; Federal Australia; Country life in Australia; Orstraya; Australia (nation state); Australia (commonwealth realm); Australia; Australocentrism; Austraya; Australie; AUSTRALIA; Geopolitics of Australia; Australia (nation-state); Australia's; Australian mainland; Australian country life; Australian Woman's Day; Imperial Australia; United States of Australia; Australia (realm); Australia (constitutional monarchy); Austalia; Etymology of Australia; Philosophy in Australia; Commonwealth of Australia; Australija; Australia (monarchy); Dominion of Australia; Empire of Australia; Ostralia; Modern Australia; Commonwealth of australia; Australia (empire); Australo; The Commonwealth of Australia; Australia.; Austrlia; Australlia; AUSTRALIAN; Australia (state); ISO 3166-1:AU; Austrailia; Commonwealth Australia; Pax Australiana; Australian Commonwealth; Australocentric; Austrlaia; Technology in Australia; Australia (Commonwealth); Australai; Australian geopolitics; Asutralia; Australo-; Australian's; Science in Australia,Australia
"Which composer wrote """"Night and Day"""", """"I Get a Kick out of You"""", """"Well, Did You Evah!"""" and """"I've Got You Under My Skin""""?",Cole Porter; Cole Albert Porter; Compositions by Cole Porter; Cole Albert; Cole porter; I Know It's Not Meant for Me,Irving Berlin
Who was Henry VIII's second wife?,"Anne Boylen; Anne Bullen; Anne boelyn; Anne Boullant; Ann Boleyn; Anne Boleyn, 1st Marchioness of Pembroke; Anne Boelyn; Ann Bullen; Anne Boleyn; Anna Bollina; Queen Anne Boleyn; Anne Bolyn; Anne boleyn; Anne bolyn",Anne Boleyn
The Crimea forms part of which country?,Ukrainian territory; Ukraˈjina; Ukraine during World War II; UKR; Ukrayina; Ukarine; Ukraien; The ukrane; Ukrania; Ukra'jina; Kiev compromise; Ucraine; Ukraine; Ukraina; Ukrainia; Ukrajina; ISO 3166-1:UA; Ukrane; Ykpaiha; Ukriane; Украина; The Ukraine; Ukraïne; Україна,Ukraine
Which cardinal point does not appear in the names of the American states,東; Eastward; East; 东; Eest,West
Which movie won the Oscar for Best Film at the 2013 Academy Award ceremony ?,Argo (Film); Argo (disambiguation); Argo (film); Argo Film; ARGO,Argo
What is the Latin for wolf spider?,"Www.lycos.com; Lycos Mail; Lycos.com; Lycos mail; Lycos, Inc.; Mailcity; Lycos.de; Mailcity.com; Lycos 50; The Lycos 50; Lycos; Lycos Retriever",Lycosa
Stella Rimington was the first female head of which organisation?,"SyS; MI5 officer; British Counterintelligence Directorate; Military Intelligence Section 5; Mi5; UK Security Service; British Security Service; Security Service (United Kingdom); The Security Service; Security Service (MI5); Military Intelligence, Section 5; London Reception Centre; Security Service (United Kingdom of Great Britain and Northern Ireland); MI 5; MI5; MI Five; United Kingdom Security Service",MI5
Oil seed rape belongs to which plant family?,Mustards; Mustard; Mustard (disambiguation),Brassica
"The Tiergarten, German for """"Animal Garden"""", is the name of both a park and a locality in which city?","Berlin-Zentrum; Capital of East Germany; Athens on the Spree; Cuisine of Berlin; DEBER; Berlin, Germany; Berlin.de; CityBerlin; Berlin; Spreeathen; Silicon Allee; Federal State of Berlin; Berlib; City of Berlin; Berlin (Germany); Historical sites in berlin; Land Berlin; UN/LOCODE:DEBER",Berlin
What does the now largely obsolete Bessemer Process produce?,Steel; Steel workers; Steel plate; Steel truss; Steelworker; Steel (alloy); Steel industry; STEEL; Steel (metal); Steels; Titanic steel; Steelworkers; Steel in Africa; Steel sheeting; Crude steel; Steel worker; Unwrapped steel; Long steel products; Steel Construction; Steel manufacture,Steel
Who is the last English-born player to win the men's singles title at Wimbledon?,Fred Perry; Fred J. Perry; Frederick John Perry,Fred Perry
Which Eastenders character had a dog called Willy?,Ethel Skinner,Ethel Skinner
A warm sunny period in Autumn (Fall) in the northern hemisphere is called an?,Indian Summer; Indian Summer (disambiguation); Indian Summer (Album); Indian Summer (film); Indian Summer (song); Indian summer (disambiguation); Indian Summer (album); Indian Summer (band),Indian Summer
Which sea lies between Italy and the former Yugoslavia?,Adriatic sea; Jadransko morje; Jadransko more; Adriatic Sea; Adriatic Coast; Mare hadriaticum; Adriatic; Adriatic coast; Pollution of the Adriatic Sea,Adriatic Sea
"What satellite, launched by NASA aboard a Delta rocket from Cape Canaveral on 10 July 1962, was built as part of a multi-national agreement between AT&T;, Bell Telephone Laboratories, NASA, the British General Post Office, and the French National PTT (Post, Telegraph & Telecom Office)?",Telstar 11N; Telstar; Telstar 1; TELSTAR; Telstar I,Telstar 1
What the note is at the 12th fret of the 1st and 6th strings of a standard-tuned 6-string guitar?,⒠; Ｅ; 🄔; 🅴; E (letter); 🄴; E; 🅔,E
The Northern Line is represented by which colour on the map of the Underground?,"Blackishly; Color/black; Blackly; Black (color); Rgb(0, 0, 0); 000000; Blackeness; Blackishness; Black (colour); Color/Black; Blackest; (0, 0, 0); Ultimately dark; Black is not a Color; Black; Black (Colour); BLACK",Black
"One of the oldest known board games involves a grid of thirty squares and sets of pawns, figured in a 1999 video game, and is called what?",Senet; Sn.t n.t H'b; Senat; Senet (board game),Senet
Which spirit is the base of the cocktails Planter’s Punch and Sundowner?,Spiced Rum; Spiced rum; Rum; Gunpowder Rum; Rum (beverage); White rum; Jamaica Spirits; Caña blanca; Dark rum; White Rum; Cuban rum; Jamaica Spirit; Gold rum; Cane spirit; Light rum; Black rum; Rude rum; Hard rum; Overproof rum; Coconut rum,Rum
Which was the earliest London underground line?,Met line; Metropolitan line; METROPOLITAN LINE; Metropolitan Line,Metropolitan Line
What are motorways called in Germany ?,AUTOBAHN; Autobahn (Germany); Autoban; List of autobahns in Germany; Motorways in Germany; Auto-bahn; German autobahn; Highway system of Germany; Autobahns of Germany; A103 motorway (Germany); German Autobahnen; Bundesautobahn; German Autobahn; German autobahns; Autobahns; Highway system in Germany; List of motorways in Germany; German Autobahns; Autobahn; Erhöhte Betriebsgefahr; List of Autobahns in Germany; A 103 motorway (Germany),Autobahns
The Battle of Kadesh in 1274 BC that took place between the forces of the Egyptian Empire under Ramesses II and the Hittite Empire is best known for the use of what type of vehicles?,Chariot warfare; Chariot; War chariots; Chariotry; Charioting; Essedum; War chariot; Chariots; Horse and chariot,Chariots
Which cartoon title character has a friend called Captain Haddock?,Tin-tin; Tin-Tin; Tin tin; TinTin; TINTIN; Tintin (disambiguation); Tin Tin; Tintin (TV series); Tintin,Tintin
Who was the last non-American (non-Williams) to win the Ladies \singles at Wimbledon?,Amélie Mauresmo; Mauresmo; Amelie Mauresmo; AMELIE MAURESMO; Amelie mauresmo,Maria Sharapova
In which country was the 2006 FIFA World Cup held?,United States of Germany; Tyskland; Nimska; Bundesdeutsch; Vokietija; Deuchland; Germny; GermanY; FR Germany; Almanya; Federal Republic of Germany; Jermany; Geramny; Etymology of Germany; Nemska; Germany; Niemcy; GERMANY; ISO 3166-1:DE; Land der Dichter und Denker; Federal Republic Of Germany; F.R. Germany; Deutschland; Bundesrepublik Deutschland; BR Deutschland; Germanio; Thyskaland; GerMany; Germeny; Teutonica; Deutchland; Duitsland; THyskaland; Alemanha; Němska; Foederal Republic of Germany,France
"Which UK city is traditionally associated with jute, jam and journalism?","Dun Deagh; City of discovery; Dundee; Climate of Dundee, Scotland; Murroes primary school; City of Discovery; Dundee Central Library; Dundee City council area; Dundonian; Ancrum Road Primary School; Dùn Dèagh; Dùn Dè; The city of discovery; City of Dundee (local government district, Tayside region); City of Dundee council area; Dùn Deagh; Dundee City (council area); Climate of Dundee; City of Dundee (council area); City of Dundee, Scotland; Dun De; City of Dundee; DUNDEE; Dundee, Scotland; Dundee City; Dundee art; Dundee (district); Dundee Port",Dundee
"Who was re-elected President of the Republic of Germany in 1932 defeating Adolf Hitler, became a figurehead when Hitler became Chancellor in 1932, and died in 1934, enabling Hitler to disestablish the position of President and proclaim himself Fuhrer?",President hindenburg; President Hindenburg; Paul Ludwig Hans Anton von Beneckendorff und von Hindenburg; Paul von hindenburg; Paul von Hindenberg; von Hindenburg; General von Hindenburg; Paul von Beneckendorf und Hindenburg; Von Hindenburg; Paul von Hindenburg; Old Paul; Paul Von Hindenburg; Paul Anton Hans Ludwig von Hindenburg; Paul Hindenburg,Paul von Hindenburg
What British army bugle call used at funerals originally signalled the end of the military day after final inspection?,Last Post; The Last Post; Last post,Last Post
In which country were both the 'G8' and 'G20' summits held in June 2010?,Canada; Canadá; The Dominion of Canada; Commonwealth of Canada; Dominion of canada; ISO 3166-1:CA; Etymology of Canada; CANADA; Canadiophile; Canada's; ᑲᓇᑕ; Canada/References; America's top hat; Canada.; Cnada; Čanada; Canadian Federation; Kenadian; Canadialand; Xanada; Dominion of Canada; Canadaa,Canada
What nickname has been given to the Velodrome in the Olympic Park because of the shape of its roof?,Pringle; The PRINGLE,The Pringle
Who painted The Luncheon of the Boating Party in 1881?,"Pierre Auguste Renoir; Firmin Auguste Renoir; Renoir; Pierre August Renoir; Pierre-August Renoir; Pierre-Auguste Renoir; Auguste Renoir; Renoir, Pierre Auguste",Pierre-Auguste Renoir
In which modern day country was Gustav Mahler born?,4esko; Ceská republika; Czech Republic; Tjech republic; Republique Tcheque; Czech Republik; Ceská Republika; Czeck Republic; ISO 3166-1:CZ; The Czech Republic; CZR; République Tchèque; Česko; Administrative divisions of the Czech Republic; Czecho Republic; Winnerland; Protestantism in the Czech Republic; Tschechien; Check Republic; Czechia; Czech Republci; Etymology of the Czech Republic; Cesko; Česká republika; Češka; Cech Republic; Ceska Republic; Czech Rep; The Czeck Republic; Ceska; Ceska republika; Chez republic; Czec Republic; Climate of the Czech Republic; Csehorszag; Tcheque Republique; Republica Checa; Česká Republika; Cehia; Czech Rep.; Czech republic; Czechi; Tcheque Republic; Ceska Republika; Tjech Republic; ČR; Csehország; República Checa; Subdivisions of the Czech Republic; Bohemia-Moravia,Czech Republic
Who is the detective played by Martin Shaw in a t.v. series set in North East England in the 1960's?,Inspector George Gently (TV series); 'GEORGE GENTLY'; George Gently; Inspector George Gently,George Gently
"As well as municipalities, which country is made up of 26 states and one federal district?",Brazil; BRAZIL; Etymology of Brazil; Federal Republic of Brazil; Brasil; Barzil; Federative Republic of Brazil; Brazil (country); Brassil; Republic of Brazil; Brésil; Brzil; Brazilian Federative Republic; Republica Federativa do Brasil; Bresil; Brazilian Republic; ISO 3166-1:BR; República Federativa do Brasil; Brazilo,Brazil
Name the year: Hirohito dies; The Exxon Valdez runs aground; San Francisco suffers its worst earthquake since 1906.,"one thousand, nine hundred and eighty-nine; 1989",1989
'Encephalitis' affects which part of the body?,Brain cell; Encephalon; Brainy; Brain function; Mind myths; The brain; Mammalian brain; Visual verbal ability; The Brain; Mind Myths; Brain functions; Brain; Brain metabolism; Brain marrow; Brain Function; Vertebrate brain,Brain
Which female singer won her second Mercury Music Prize in 2011 for her album let England Shake'?,"PJH; Polly Harvey; Harvey, PJ; PJ Harvey; P.J. Harvey; Pj harvey; P J Harvey; P. J. Harvey; Polly Jean Harvey; P J HARVEY",Adele
Which vegetable is added to Lasagne to make 'Lasagne Verdi'?,Eulithis mellinata; Spinach (Moth); Spinach (moth); The Spinach; SPINACH,Green beans
How many double word score spaces are there on a Scrabble board,Seventeen; seventeen; 17,12
Give a year in the reign of King Richard I of England (The Lionheart)?,1189-99,1195
Which band released the 1970 album 'In the Wake of Poseidon'?,KingCrimson; KING CRIMSON; King crimson; King Crimson; Crimso,Led Zeppelin
"What does the title of the play ‘Die Rauber’, by German playwright Friedrich Schiller, translate to in English?",Die Raeuber; The Robbers; Die Räuber; Die Rauber,The Thieves
