question,answer,false_answer
what are the band members names of the rolling stones,Ronnie Wood; Charlie Watts; Keith Richards; Mick Jagger,"John, Paul, George, and Ringo"
who explored waters of cuba the bahamas and hispaniola,Christopher Columbus,Vasco da Gama
who sang it my party and i'll cry if i want to in the 80,Barbara Gaskin; Dave Stewart; The Chipettes; Dave Stewart and Barbara Gaskin,Cyndi Lauper
who plays lefou in beauty and the beast 1991,Jesse Corti; Venezuelan voice actor Jesse Corti,Eddie Murphy
los angeles stadium at hollywood park opening date,2020,December 2020
who played raquel in only fools and horses,Tessa Peake-Jones,Jennifer Aniston
who does the voice of the beast in the new movie,Dan Stevens,Idris Elba
when was the first horrid henry book written,published in 1994; 1994; in 1994,1992
what year did return of the mack come out,18 March 1996; March 1996; 1996,1998
who says that which we call a rose,Juliet; William Shakespeare,Ophelia
what type of plate boundary is associated with iceland and its volcanic eruptions,divergent tectonic plate boundary; a divergent tectonic plate boundary; the mid-Atlantic Ridge,Divergent boundary
days of our lives cast doug and julie,Susan Seaforth Hayes; Susan Seaforth; Bill Hayes,Tom and Susan
who is known as the super fast boy in the series the icredible,Dashiell Robert Parr / Dash,Speedy Sam
who is stephanie's mom on the bold and the beautiful,Ridge Forrester; Taylor Hayes; Hunter Tylo,Susan Flannery
who was the first signatory of the israeli declaration of independence,David Ben-Gurion,David Ben-Gurion
where does arsenic and old lace take place,"Brooklyn, New York",New York City
where can you find convergent boundaries on earth,Mariana Trench,Along the Pacific Ring of Fire
when did fortnite save the world first come out,"July 25, 2017","July 25, 2017"
what kind of beast is the beast from beauty and the beast,a chimera,A werewolf
when did somewhere over the rainbow come out,1939,1938
when was the chain first used for f1,1978,1950
when was the death penalty reinstated in oregon,1984,1984
who told the story of the prodigal son,Jesus Christ,Jesus Christ
one piece english dubbed episode 564 release date,"September 16, 2012","January 5, 2013"
who stepped out of the dithyrambic chorus to become the first actor,Thespis,Thespis
when does elijah first appear in vampire diaries,"Rose; ""Rose""; Season two","Season 2, Episode 8"
what is the longest pier in the uk,Southend Pier,Southend Pier
where is the tablet of the ten commandments,Ark of the Covenant,The Ark of the Covenant
do you need a permit or license to own a gun in florida,No,Yes
where does cleavage of the peptide bond by chymotrypsin occur,digestive systems,At the carboxyl side of the peptide bond
when does the nba season end this year,"April 11, 2018",June 2022
malcom in the middle season 1 episode 3,Home Alone 4,"""Home Alone"""
where are most nutrients absorbed in the human digestive tract,The small intestine; small intestine,Small intestine
who was the leader of the soviet union when the berlin wall was built,Khrushchev; Nikita Khrushchev; Joseph Stalin,Nikita Khrushchev
when was the term prime minister first used,1624; 18th century,1721
when was the time the eagles won the superbowl,2017,"February 4, 2018"
who named all the animals in the world,Adam,Adam
the most stable mineral at the earth's surface,quartz; feldspar,Quartz
who played caesar in planet of the apes war,Andy Serkis,Andy Serkis
who abandoned traditional harmony and created the twelve-tone system for composition,Arnold Schoenberg,Arnold Schoenberg
who are the nbc olympic ice skating commentators,Jonny Moseley; Tanith White; Chris Vosters; Luke Van Valin; Charlie White; Johnny Weir; Tara Lipinski; Andrea Joyce; Terry Gannon,Tara Lipinski and Johnny Weir
where does the band imagine dragons come from,"Las Vegas, Nevada","Las Vegas, Nevada"
when do new episodes of ncis los angeles return,"May 13, 2018; October 1, 2017","January 9, 2022"
when does elena turn into a vampire in the tv series,season four; fourth season,"Season 4, Episode 1"
who wrote the country song i can only imagine,Bart Millard,Bart Millard
where does the water come from to fill lake eyre,Warburton River,Rainfall and river inflows
when does season 2 of just add magic come out,"October 14, 2016; January 19, 2018","January 13, 2017"
latest season on keeping up with the kardashians,fourteen; 14,Season 20
who won nfl football coach of the year,Sean McVay,Kevin Stefanski
who played the virgin in conan the destroyer,Olivia d'Abo,Olivia d'Abo
when did the black death end in england,December 1349,1353
paul walkers cars in fast and furious list,1995 Toyota Supra; 1995 Dodge Stealth; 1995 Mitsubishi Eclipse; 2002 Mitsubishi Lancer OZ Rally,"Toyota Supra, Mitsubishi Eclipse, Nissan Skyline GT-R"
when boy meets girl waiting for a star to fall,1988,1988
christmas though a christian holiday began as a celebration of,the winter solstice,The Roman festival of Saturnalia
who caused to build qutub minar in delhi,Iltutmish; Firoz Shah Tughlaq,Qutb-ud-din Aibak
who changed the role of the first lady,Dolley Madison,Eleanor Roosevelt
who sings two pints of lager and a packet of crisps,Christian Henson; Splodgenessabounds,Splodgenessabounds
when was the last time a hurricane hit the uk,the autumn of 2017; 2017; autumn of 2017,1987
who was the declaration of independence written for,the Second Continental Congress,The American colonies
who played susanna in legends of the fall,Julia Ormond,Julia Ormond
where are they building the new raiders stadium,"Paradise, Nevada; in Paradise, Nevada","Las Vegas, Nevada"
who was the voice of templeton in charlotte's web,Paul Lynde,Paul Lynde
who has the most rings in the nba right now 2017,Boston Celtics center Bill Russell; Bill Russell,Bill Russell
the actual name of the confederate force at gettysburg was,Confederate States Army,The Confederate Freedom Brigade
when was the last wolf pack killed in yellowstone,1926; by 1926,1937
new anime from the creators of attack on titan,Vinland Saga,Titans Unleashed
who lives at the end of king lear,Kent; Albany; Edgar,"King Lear's youngest daughter, Cordelia"
deep water fishing boat with many baited hooks,Longline fishing; Longliners; Longline,The Abyssal Trawler
where was gunsmoke to the last man filmed,"Tucson, Arizona","Tucson, Arizona"
when was the defensive 3 second rule implemented,the 2001–2002 season; 2001–2002 season,1985
who represents the arizona 9th district in the house,Kyrsten Sinema,Samantha Johnson
this type of nuclear decay effectively turns a proton into a neutron,beta decay,Proton decay
who drove the number 18 car in nascar,Kyle Busch,Jake Thompson
who sang buddy can you spare a dime,Rudy Vallee; Bing Crosby,Frank Sinatra
what is the first covenant in the old testament,the Noahic Covenant,The Covenant of Eden
who validated the civil rights movement by proclaiming we shall overcome,President Lyndon Johnson; Guy Carawan; Lucille Simmons,President John F
when was fingerprinting first used by the police,the early 20th century; In 1840,1892
where does aarp fall on the political spectrum,non-partisan,Center-right
when did the united states acquired puerto rico,1898,1898
who's the original singer of help me make it through the night,Kris Kristofferson,Frank Sinatra
nodding your head no is an example of,a gesture,Nonverbal disagreement
who was running as vice president in 1984,George H. W. Bush; Ferraro; Vice President George H. W. Bush; Congresswoman Ferraro,Walter Mondale
how long did the democrats control the house and senate,57 yrs; 35 yrs,52 years
what kind of book is where's waldo,puzzle,Mystery adventure
when is beyblade burst super z coming out,"April 2, 2018",Fall 2021
who is the leader of the ontario pc party,Patrick Brown; Patrick Walter Brown MPP; Patrick Walter Brown,Michael Thompson
who plays the bad guy in the good place,Ted Danson,Tom Hiddleston
who is covering the winter olympics in canada,TLN; Rogers Media; CBC/Radio-Canada; Bell Media,Canadian Broadcasting Corporation (CBC)
most polluted city in the world according to world health organization,Zabol,"Los Angeles, USA"
public companies are part of what economic sector,public sector; The public sector,Private sector
how many episodes in season 2 of fargo,10; ten,12 episodes
south african tree with thorns on the trunk,silk floss tree,Thorny Acacia
when was the jury system abolished in india,1959,1973
when was the us department of homeland security created,"November 25, 2002; November 25, 2002",1998
when did god save the queen became the national anthem,in the 1780s and 1790s; After the Battle of Culloden,1745
who plays the coach in old spice commercial,Isaiah Amir Mustafa,Will Ferrell
where can i get a state issued id,each state's DMV; DMV,Local Department of Motor Vehicles (DMV)
where did hope on bold and beautiful go,"Milan, Italy","Paris, France"
who sang on great gig in the sky,Clare Torry; Pink Floyd,Janis Joplin
who said some are born great in twelfth night,Malvolio; letter that Maria wrote,Lady Olivia
where is thank you for your service based,"Kansas; Fort Riley, Kansas","Seattle, Washington"
who sang the national anthem at the 2002 super bowl,Mariah Carey,Whitney Houston
where does the last name waters come from,Wales and Yorkshire; Yorkshire; Wales,Ireland
who played sonny in lemony snicket's a series of unfortunate events,Presley Smith,Emma Watson
when did the dust bowl end in oklahoma,1940,1940
how does the cash cab guy read the questions,walkie-talkie and earpiece,Teleprompter glasses
who did the music for your lie in april,Masaru Yokoyama,Yoko Kanno
what are the value of style guides and style sheet,improve communication,Ensuring consistency and professionalism
where are unipolar neurons found in spinal cord,the distal dorsal root,Dorsal root ganglion
what was the date of the signing of the declaration of independence,"August 2, 1776","July 2, 1776"
